20000 200000
7760 9454 0
4085 17554 0
17581 8648 0
3623 4489 0
13130 12102 0
7618 19579 0
4600 19354 0
2040 8328 0
19047 12702 0
5008 12143 0
8958 14880 0
13759 1220 0
7870 16809 0
17412 14468 0
11721 5631 0
4022 3020 0
7675 8691 0
5977 13130 0
13460 1480 0
4775 5711 0
12743 19233 0
6495 5631 0
312 2711 0
18746 7415 0
7744 16855 0
12568 451 0
6472 8353 0
12978 11415 0
18746 16660 0
5460 15095 0
14090 11480 0
889 12786 0
6621 13859 0
9176 3015 0
3910 18667 0
19885 17803 0
5008 17968 0
492 1387 0
12421 14900 0
19560 17201 0
16846 16248 0
5152 10049 0
1498 3880 0
14342 6710 0
1482 15232 0
13759 18041 0
17804 7740 0
9712 5582 0
19260 12822 0
8068 10006 0
12467 3015 0
14090 7735 0
8765 5482 0
19714 134 0
3615 8327 0
817 17581 0
13491 8006 0
14620 19428 0
11261 5340 0
17144 7429 0
14860 19260 0
5582 6566 0
8480 10535 0
15638 1583 0
2265 2968 0
15266 1437 0
13121 2425 0
16576 889 0
18389 13378 0
9454 16955 0
4491 14073 0
2373 14051 0
11295 3924 0
14142 15295 0
19080 7270 0
12886 18040 0
2662 1498 0
11700 10959 0
9860 929 0
16660 16179 0
18805 6967 0
19085 4498 0
10500 876 0
15639 10049 0
18510 15520 0
17185 2662 0
5666 6132 0
17276 11623 0
7340 13100 0
14984 5340 0
4087 9520 0
3418 17780 0
4494 9547 0
14090 3628 0
13225 10698 0
5736 12242 0
15520 1480 0
7140 16809 0
17508 11682 0
3230 15196 0
2614 9843 0
18378 939 0
111 5299 0
7140 15317 0
3946 10268 0
189 7397 0
9468 12772 0
5840 10124 0
2680 17539 0
4377 1317 0
13647 13301 0
5655 10912 0
3979 8542 0
18398 8328 0
12720 16509 0
10612 7088 0
17804 12796 0
6045 9315 0
7190 2002 0
18746 15756 0
6166 9761 0
17318 4242 0
9751 18020 0
8500 451 0
7807 18378 0
5440 10549 0
7740 8900 0
19554 19217 0
19260 5990 0
10599 9267 0
18942 3924 0
4280 11480 0
9542 11480 0
19452 11206 0
7449 18419 0
13160 235 0
17177 1289 0
10546 7231 0
2614 1551 0
9843 756 0
2373 19446 0
17300 4489 0
5815 12146 0
11882 19382 0
2146 7273 0
1551 6597 0
1684 13840 0
10038 9658 0
18201 6568 0
17785 9402 0
14087 543 0
9646 16849 0
2744 17785 0
19742 11695 0
10038 8386 0
4785 15067 0
17201 9025 0
652 543 0
1903 19035 0
7749 10355 0
6212 16407 0
12720 5152 0
17185 2420 0
19742 188 0
3143 15808 0
4211 16440 0
5655 11031 0
9578 16810 0
14023 1012 0
4306 12886 0
7185 9935 0
2875 4073 0
10549 5008 0
19860 17628 0
14713 8227 0
11380 14755 0
564 2619 0
16867 14825 0
1909 9678 0
5482 4012 0
14836 4269 0
11040 16295 0
3028 3143 0
10638 13430 0
11260 11578 0
5088 3202 0
11522 18761 0
8542 3257 0
6422 17177 0
258 3513 0
3880 6843 0
16407 2623 0
1583 4321 0
13655 7585 0
7664 4022 0
14020 7035 0
1205 14713 0
18580 10090 0
985 16846 0
4600 3135 0
12612 18296 0
1486 18157 0
4952 5440 0
18863 5626 0
19160 10049 0
17300 2744 0
13759 12568 0
3979 7035 0
5680 10089 0
4022 14095 0
7660 19714 0
4280 19915 0
9025 2680 0
15680 235 0
13655 13820 0
18419 17318 0
14073 12470 0
11337 19210 0
10999 12040 0
19260 2623 0
10124 6020 0
18040 15961 0
6566 12323 0
15196 11465 0
10577 5387 0
3034 1482 0
5297 3418 0
17508 344 0
10739 14906 0
10500 72 0
560 3366 0
7329 492 0
19080 6843 0
8890 18369 0
17276 15263 0
10124 19446 0
10820 15295 0
18201 12421 0
4185 3733 0
4600 4627 0
5738 10612 0
15674 2060 0
8700 5340 0
12041 9038 0
14906 5238 0
16394 7705 0
13753 14090 0
15680 7523 0
12784 19354 0
7760 18863 0
4775 6907 0
12635 18360 0
2744 12270 0
12784 1956 0
7049 4513 0
17481 9990 0
14900 7082 0
10780 8253 0
16847 16314 0
19499 17036 0
1317 3374 0
19923 19210 0
17785 6334 0
16394 17201 0
16055 10495 0
6960 14468 0
11172 16314 0
7022 10124 0
2619 10549 0
18116 6710 0
6843 13461 0
8480 19875 0
4775 11522 0
14100 1482 0
19915 1956 0
13580 11573 0
12304 18658 0
10505 4565 0
19952 14087 0
8227 3840 0
8895 130 0
6896 3120 0
1397 1870 0
13121 3615 0
9190 14906 0
10643 18116 0
6307 12273 0
2619 7600 0
19650 17216 0
18746 12902 0
14303 6003 0
8500 3597 0
16509 11092 0
7360 10730 0
1012 9315 0
14145 5711 0
12796 5387 0
13700 5631 0
447 10355 0
13317 10616 0
17170 10612 0
9215 3015 0
9239 17448 0
8227 11480 0
12886 17614 0
1492 7807 0
18234 17144 0
5540 5190 0
1647 9004 0
12366 10549 0
6422 12421 0
3628 7273 0
18234 9722 0
12588 11656 0
14145 6566 0
19354 18860 0
13864 11578 0
13515 12635 0
10049 14976 0
7306 134 0
12797 16431 0
2433 16565 0
1376 9215 0
5940 1492 0
10739 8895 0
12293 14301 0
12102 19440 0
19446 14976 0
17804 10495 0
12529 5482 0
1895 13046 0
14468 1274 0
17702 15295 0
13187 17831 0
5088 13121 0
14825 4242 0
1686 7185 0
628 17334 0
13669 11200 0
2080 7273 0
1908 1517 0
7032 4185 0
2672 2265 0
19100 19260 0
14095 12786 0
16982 13240 0
10037 7880 0
10049 19382 0
18580 1647 0
13655 7306 0
15638 9454 0
18804 447 0
10730 4386 0
6002 12366 0
2265 14713 0
1193 12647 0
19615 1517 0
2889 4840 0
3015 2040 0
130 9002 0
10400 8853 0
18460 7049 0
19923 1456 0
18404 6166 0
7415 19210 0
11040 17785 0
12886 10495 0
10464 8895 0
13865 17115 0
3725 17300 0
18041 17554 0
3597 6453 0
9547 16847 0
6683 11623 0
15086 14620 0
14109 2060 0
19875 1546 0
5186 9560 0
13130 9158 0
1848 9675 0
18040 19860 0
4020 12143 0
19100 10090 0
12420 2884 0
14406 2711 0
7807 17803 0
2884 10464 0
18161 14090 0
15680 3418 0
13865 7523 0
18746 13220 0
3763 11040 0
1583 7664 0
18805 10100 0
19260 7749 0
905 4513 0
1447 11582 0
19300 7185 0
18568 11440 0
17858 10089 0
14087 15623 0
15196 16313 0
15277 8068 0
5023 2891 0
15317 4558 0
3733 2680 0
1908 6220 0
5655 19654 0
3829 18804 0
11573 6726 0
11895 1903 0
18360 1003 0
2602 9578 0
3623 11222 0
4386 17029 0
12565 7022 0
1123 5984 0
19354 17957 0
2796 19127 0
1012 17331 0
14780 10820 0
18201 15777 0
10999 408 0
18910 7140 0
19402 8446 0
10268 16723 0
15391 1380 0
12886 17276 0
17968 2951 0
7397 18161 0
19035 8080 0
17276 7705 0
1486 12588 0
17940 1664 0
206 4904 0
14161 14836 0
15192 12635 0
13240 8003 0
876 5507 0
16480 7273 0
4269 9990 0
13387 5070 0
19070 7740 0
4785 18510 0
19070 4085 0
15263 4073 0
12822 3628 0
16343 13317 0
189 18568 0
11031 16810 0
8440 16660 0
11926 14688 0
5023 1704 0
4489 3260 0
9158 4367 0
1106 4022 0
10155 5530 0
1551 9675 0
17337 3140 0
6003 1274 0
9239 11261 0
12529 5286 0
10638 3230 0
15524 5507 0
6583 17119 0
7185 4360 0
2623 5720 0
10405 3195 0
3840 8900 0
1684 1909 0
19428 1517 0
13859 11895 0
15625 4482 0
5036 7585 0
9712 14900 0
17858 11964 0
6866 9932 0
2355 5286 0
7273 19047 0
8983 17448 0
11964 5440 0
3780 6025 0
628 11040 0
17885 2080 0
4360 11440 0
8209 12088 0
2265 19070 0
10494 14231 0
11569 4143 0
17957 2355 0
15098 3591 0
1480 15625 0
9520 16313 0
14109 12786 0
5615 11337 0
17481 16846 0
11465 8708 0
12217 447 0
6702 6896 0
2573 6716 0
1397 11700 0
3840 13160 0
13515 10505 0
4252 5840 0
2711 14820 0
1306 6334 0
17940 3300 0
3910 11522 0
1427 9678 0
1968 16394 0
9843 5049 0
8900 13594 0
19280 3034 0
10546 1456 0
6002 19923 0
6422 976 0
15192 17144 0
3910 3574 0
9843 15605 0
16565 9215 0
7550 2080 0
8203 14406 0
15780 12772 0
3736 18389 0
9383 18580 0
6710 14281 0
17568 2875 0
15520 14142 0
628 3545 0
2968 19582 0
19615 2433 0
7235 11656 0
17968 6872 0
17804 11060 0
5815 7749 0
15214 3597 0
235 4567 0
1289 6683 0
5710 5380 0
8316 4245 0
17622 1480 0
10643 2060 0
5393 1205 0
15625 7449 0
16435 6525 0
11580 13333 0
8691 10268 0
840 15214 0
25 7273 0
12796 6568 0
10006 13840 0
6597 13647 0
13460 11119 0
6028 17981 0
7618 7720 0
14055 5152 0
2751 13520 0
11295 2680 0
8068 1995 0
11312 10517 0
14090 19650 0
5299 18419 0
14109 1551 0
12635 13864 0
3015 16343 0
11260 18860 0
19654 12120 0
16777 2376 0
13121 5582 0
7523 7185 0
5299 1909 0
11700 10583 0
15605 4739 0
6597 4600 0
18663 17803 0
3513 3924 0
4494 9765 0
8890 905 0
6726 16723 0
817 11672 0
13580 7735 0
18453 4480 0
4367 19960 0
3143 14095 0
3623 4012 0
7744 16118 0
7242 1968 0
7585 1704 0
3725 6866 0
17150 16055 0
9836 7585 0
18860 11441 0
6132 6843 0
16509 9578 0
11261 5297 0
14109 19354 0
4242 15090 0
6920 18099 0
13520 2002 0
4073 9180 0
18020 8895 0
9025 9780 0
18251 9675 0
6380 5507 0
10100 15605 0
18389 12743 0
5238 258 0
16810 12786 0
5711 14090 0
3725 10959 0
4491 11926 0
6025 16179 0
19127 4367 0
14106 3591 0
1583 9011 0
15530 19915 0
5984 13420 0
17785 4923 0
6472 13616 0
2602 14303 0
19370 12421 0
1684 18453 0
939 19354 0
12217 10464 0
3120 7235 0
935 2640 0
15524 17858 0
6597 2889 0
8758 4923 0
4567 16380 0
13436 3120 0
2711 15530 0
4367 6987 0
1750 7758 0
3202 11578 0
2247 7415 0
7235 15756 0
12242 16930 0
5817 1664 0
16248 7513 0
12760 6028 0
19322 19923 0
9658 12293 0
19260 3840 0
19310 5711 0
4012 17624 0
12143 16314 0
12143 73 0
15090 16295 0
19923 6896 0
16855 10268 0
19909 14984 0
16055 14109 0
3230 2796 0
14090 6907 0
9021 2619 0
876 1447 0
14109 11380 0
17237 13317 0
1498 10959 0
1492 3034 0
15961 6987 0
9267 5152 0
5347 7758 0
3418 3135 0
4252 8209 0
8765 14688 0
3924 1480 0
258 4264 0
7431 19650 0
19035 15623 0
11895 10100 0
11656 16435 0
4185 8480 0
11040 8386 0
10577 10714 0
17216 14163 0
3300 12822 0
10099 7060 0
19354 7429 0
11964 6757 0
15680 6220 0
1546 1387 0
15167 17142 0
15639 15625 0
6872 312 0
16480 11946 0
11119 7035 0
6750 3135 0
10079 8316 0
11721 2672 0
12293 18201 0
6556 15961 0
7664 12040 0
4430 2884 0
3763 19310 0
17331 8362 0
3374 12040 0
17318 14087 0
8227 3028 0
1100 6926 0
9306 11480 0
16272 19885 0
17785 12796 0
1647 4923 0
5597 5990 0
15623 19860 0
10339 3015 0
9012 13600 0
11582 13020 0
19582 2140 0
2661 13859 0
16855 14109 0
12120 2744 0
4073 6907 0
6621 9454 0
9835 8765 0
12565 17803 0
18460 17142 0
7744 14713 0
4600 2573 0
6987 4480 0
18663 11695 0
13372 8209 0
4022 2573 0
12041 12529 0
5286 15820 0
18302 6920 0
12565 17622 0
7676 18863 0
16480 5049 0
3618 10090 0
8758 9068 0
12323 13187 0
15082 17803 0
2875 10517 0
3120 7676 0
4567 4085 0
4498 17412 0
9100 4558 0
19828 14055 0
6003 4558 0
4306 2659 0
6583 2951 0
12702 12421 0
11874 840 0
10500 1397 0
4073 7676 0
9002 2662 0
12565 1269 0
18161 12200 0
3980 1269 0
1664 19804 0
17858 3979 0
16857 451 0
6568 830 0
876 5840 0
9835 2373 0
1289 16979 0
60 7235 0
14836 1574 0
18389 1123 0
12760 2720 0
6987 18942 0
19219 9176 0
3028 5434 0
7870 12568 0
13655 7431 0
15984 9920 0
17420 5984 0
12088 6566 0
7304 12959 0
6400 1427 0
18041 10038 0
1704 1376 0
15623 12146 0
11206 13460 0
13580 3230 0
14976 17702 0
19300 19615 0
9932 2002 0
524 11040 0
2146 9463 0
11222 3230 0
19615 10959 0
19875 12273 0
6472 15524 0
18910 16982 0
15082 18020 0
16857 12635 0
19452 6220 0
2080 5710 0
4269 2840 0
19801 4242 0
5530 4306 0
6920 134 0
19609 7088 0
7235 9932 0
12588 9215 0
6166 4565 0
10517 772 0
17412 1704 0
628 12760 0
11588 676 0
11480 11206 0
8227 14836 0
17804 17855 0
939 1664 0
9100 3072 0
18942 3418 0
1498 16260 0
1870 11874 0
543 18404 0
4085 9012 0
5708 11171 0
2796 12083 0
13616 387 0
5977 10616 0
19579 8308 0
8203 5700 0
7449 1127 0
17300 4430 0
1968 12796 0
7660 7735 0
17581 19615 0
14301 13091 0
8758 13655 0
15223 5738 0
7082 14620 0
2302 19582 0
7516 10517 0
8328 12217 0
9658 8316 0
16440 15346 0
19452 12146 0
12959 167 0
12470 19499 0
9932 5977 0
7270 1230 0
5680 11582 0
5380 8386 0
14342 19382 0
7675 2875 0
11522 6683 0
387 7415 0
10049 14303 0
11312 8253 0
17539 11721 0
3971 15530 0
9836 10739 0
18528 14906 0
985 5238 0
12273 2796 0
6750 18116 0
5984 12366 0
12083 6060 0
12160 17858 0
564 5482 0
11465 19428 0
3015 12120 0
2711 14426 0
13908 7449 0
12568 7360 0
8853 9920 0
1427 18528 0
3908 5540 0
13536 5666 0
13240 6907 0
5631 14906 0
2619 15680 0
6453 12088 0
2265 16857 0
9383 4494 0
15808 2425 0
12286 13840 0
7618 7140 0
4567 6525 0
6920 15317 0
6400 14226 0
5631 7880 0
16576 6710 0
12286 4419 0
111 2169 0
17820 280 0
10517 18746 0
387 7600 0
16151 4284 0
9875 19370 0
19260 7449 0
5937 5405 0
14620 905 0
7360 15736 0
17539 1482 0
16480 12886 0
18020 15717 0
19100 17412 0
3715 4785 0
11337 7360 0
3617 1123 0
11573 18161 0
4085 14836 0
9004 16847 0
17481 9658 0
18251 19582 0
15777 2493 0
17940 9002 0
18656 9038 0
17855 12735 0
15605 3597 0
11926 4252 0
16179 17170 0
8328 11682 0
9190 14106 0
17420 9176 0
10577 3257 0
16847 11946 0
1551 5008 0
18613 929 0
929 13669 0
5711 14426 0
10020 6757 0
5049 18091 0
6987 16847 0
3829 10494 0
6400 7360 0
19876 10643 0
4494 11261 0
12568 7449 0
4085 19615 0
9875 3908 0
5247 9516 0
19260 3195 0
7705 564 0
17858 13524 0
18460 13669 0
1870 16770 0
15849 13580 0
17568 13908 0
12616 7720 0
1750 19047 0
6960 6003 0
10517 5626 0
876 9955 0
16313 15849 0
17785 5023 0
15961 2169 0
16810 18800 0
17968 16394 0
5387 9990 0
5297 1968 0
11380 14051 0
16431 8440 0
11580 10124 0
6907 5666 0
18116 5153 0
2060 13520 0
6400 3763 0
258 19673 0
1574 8915 0
4430 3924 0
17036 3140 0
7032 976 0
8440 13616 0
16407 4359 0
12102 6960 0
15090 17782 0
18398 17740 0
9875 18758 0
15391 9154 0
7320 14142 0
14073 12104 0
280 12647 0
9920 11882 0
19100 14984 0
3195 6734 0
18360 6568 0
4480 4306 0
8708 772 0
13430 5711 0
11882 13491 0
10534 2420 0
6566 1427 0
6967 9836 0
18398 7306 0
2659 1220 0
10698 11956 0
1968 18533 0
10038 15625 0
19923 13378 0
15623 17803 0
11946 8446 0
17831 6757 0
7231 1067 0
19217 7270 0
11911 18726 0
3143 8003 0
6040 9180 0
11656 19402 0
5434 14780 0
14301 1482 0
11731 4494 0
11060 5815 0
7306 11926 0
312 5582 0
1427 7676 0
4245 1909 0
17379 14976 0
3028 2889 0
13240 3924 0
4012 19598 0
11040 19280 0
1132 1863 0
840 17740 0
12102 6896 0
9463 2040 0
1380 14303 0
13524 17940 0
7415 17554 0
9038 11580 0
11200 9835 0
19127 6495 0
9038 4565 0
13732 17702 0
18860 9955 0
3202 2376 0
5711 5460 0
19875 18860 0
976 16248 0
1968 15523 0
14301 19804 0
11710 16440 0
25 17379 0
14090 11613 0
4491 17142 0
2672 10049 0
13430 14142 0
16809 12286 0
1317 6970 0
5297 3143 0
11171 8638 0
19650 19909 0
15346 11441 0
2711 5153 0
6380 4565 0
19828 2891 0
14906 15780 0
4377 17885 0
17855 188 0
17119 176 0
17831 9454 0
13678 12104 0
17508 17855 0
9678 11337 0
16118 12323 0
1848 2720 0
6178 17628 0
13130 15095 0
5666 5393 0
5434 11695 0
3980 14468 0
6495 16930 0
17622 10577 0
6472 12902 0
3020 16847 0
4558 12796 0
15223 12786 0
3374 19047 0
12040 4280 0
12822 12146 0
14984 13600 0
7664 19673 0
344 19047 0
12547 3034 0
12902 15551 0
15551 11882 0
235 4567 0
18020 10006 0
13647 12900 0
2884 1704 0
1895 16394 0
19035 627 0
13091 3615 0
14301 5990 0
1220 17581 0
1482 16867 0
7429 19594 0
235 19280 0
4491 15317 0
19499 14406 0
19153 7600 0
3143 4785 0
6597 13678 0
2002 18041 0
12040 4513 0
3418 15356 0
312 9052 0
1909 3028 0
7140 13732 0
11911 447 0
8708 1289 0
2661 7231 0
7516 12143 0
13669 19446 0
14020 5023 0
5026 15530 0
6040 11613 0
7720 1647 0
18460 10124 0
12647 10698 0
16118 14566 0
11261 18942 0
8477 10698 0
4242 18805 0
929 6683 0
12270 4419 0
4012 9675 0
17858 1123 0
1012 3597 0
9434 4558 0
312 17702 0
2614 17177 0
8386 6281 0
12293 18404 0
9955 1486 0
13655 4377 0
18658 8386 0
11672 7022 0
7807 16343 0
3623 19915 0
9835 10999 0
8068 10505 0
1397 15523 0
9025 7088 0
7859 13704 0
17957 15196 0
72 2875 0
11415 3300 0
5530 876 0
5186 14780 0
4022 8080 0
5540 627 0
14880 19804 0
524 17142 0
5440 19428 0
17334 14109 0
7032 10612 0
16810 3257 0
111 6281 0
17119 19070 0
11380 2659 0
17036 13704 0
5626 2146 0
11540 19801 0
935 9836 0
11040 9860 0
5708 15232 0
7600 1704 0
5247 8080 0
18398 4513 0
4498 12797 0
9011 16314 0
6846 15577 0
11172 14100 0
10583 1684 0
19035 1123 0
5026 10583 0
1437 6132 0
4087 6220 0
5680 2376 0
19714 13160 0
7429 19923 0
17144 8500 0
4904 6002 0
2751 17803 0
7675 5615 0
5711 16846 0
19219 14713 0
13569 18296 0
9402 14055 0
18940 14342 0
19598 1972 0
3300 19594 0
15923 9836 0
3736 14161 0
1647 4264 0
8386 7585 0
9002 12470 0
19382 6872 0
14020 4085 0
7900 17782 0
6568 17803 0
13420 10714 0
9434 9765 0
7140 280 0
19080 1704 0
10698 11092 0
2853 18200 0
11522 11874 0
7807 3300 0
16849 9798 0
4022 13020 0
10494 17622 0
1067 8915 0
14231 2183 0
14780 4211 0
7523 19382 0
18658 1317 0
344 12293 0
4386 19233 0
6556 19153 0
560 9158 0
9100 16394 0
19080 8857 0
6212 14087 0
10600 14780 0
3034 9025 0
7397 4245 0
18116 18658 0
19440 6281 0
451 73 0
14109 18726 0
18369 2659 0
14906 13864 0
14566 14426 0
7676 9883 0
7735 6970 0
3135 387 0
17320 11312 0
19875 6702 0
3880 15577 0
8177 7880 0
4360 2060 0
17964 15277 0
9675 5582 0
7340 12743 0
5405 16055 0
12647 9578 0
7260 3020 0
11040 16509 0
5615 16955 0
13616 830 0
17036 2169 0
8353 19923 0
16855 9761 0
2140 13046 0
19354 5736 0
2060 10495 0
6060 13520 0
12797 9835 0
7235 15086 0
19609 10999 0
6380 7705 0
3971 9154 0
8691 9267 0
5153 17036 0
15086 3020 0
16660 14055 0
19609 19673 0
3257 10912 0
10612 9068 0
18116 16723 0
16431 7516 0
11964 7900 0
19804 16480 0
19160 19598 0
9154 19554 0
10730 16407 0
3220 6683 0
13580 1326 0
10090 17803 0
10037 10450 0
8209 16509 0
9038 9547 0
19219 19100 0
6987 4280 0
5738 939 0
564 17855 0
1684 9798 0
17142 8853 0
11946 14468 0
7340 3135 0
7859 10534 0
12304 5297 0
8700 17940 0
15220 17150 0
2884 16394 0
5937 628 0
5440 18746 0
4321 312 0
15638 12647 0
6132 11312 0
12200 11380 0
7273 8755 0
16945 5297 0
16723 17379 0
11206 11623 0
17622 15674 0
7329 13187 0
5340 9021 0
9935 10698 0
17216 13655 0
515 7550 0
10599 16272 0
15098 3140 0
9516 7516 0
5152 3143 0
14825 4185 0
19673 19047 0
2169 6967 0
7304 3028 0
8316 14426 0
17539 17448 0
13420 14468 0
17115 19952 0
14142 18404 0
7042 9025 0
13046 1205 0
8003 13600 0
15756 13865 0
14836 16930 0
6843 7749 0
10006 2355 0
3617 1306 0
3260 3257 0
19210 676 0
4180 652 0
15295 17803 0
6960 6896 0
1908 12083 0
515 18116 0
19260 5815 0
15523 7035 0
7513 3733 0
4386 15082 0
11260 11569 0
4201 9578 0
19260 3733 0
17412 6400 0
4280 9025 0
12083 13616 0
10714 1750 0
8500 5798 0
3623 5460 0
14426 12160 0
17624 6045 0
17855 19127 0
387 7900 0
5937 14161 0
9100 19960 0
10600 4185 0
13820 9798 0
1908 14860 0
19370 18656 0
15086 756 0
19920 14984 0
8853 6220 0
4073 5977 0
12041 10583 0
19080 5186 0
176 9306 0
13520 5482 0
13301 13387 0
8648 4377 0
15849 13073 0
3513 5626 0
18157 13491 0
1995 15717 0
14274 17142 0
2840 6495 0
4430 6750 0
5088 5297 0
1274 9021 0
9836 447 0
4377 5036 0
19035 1848 0
9463 10546 0
6562 2146 0
8362 17036 0
9402 3072 0
9751 14301 0
1908 176 0
18040 134 0
17968 12588 0
7049 10500 0
17508 13569 0
8958 13091 0
6843 18800 0
3300 5482 0
6880 15196 0
17177 9002 0
8542 17940 0
16334 756 0
7320 14836 0
6132 9306 0
188 19300 0
3979 7306 0
5023 15317 0
3924 7415 0
2614 10339 0
12959 1193 0
9560 15820 0
18234 524 0
18161 4180 0
11613 15820 0
5405 7431 0
19714 13240 0
8958 6566 0
11040 5405 0
9751 8915 0
10959 5152 0
11197 2885 0
4180 543 0
13524 16857 0
17622 10535 0
2425 9722 0
3736 7513 0
7720 17448 0
17740 10500 0
11895 17858 0
3840 1380 0
10099 16565 0
3034 6281 0
2623 8000 0
6702 4087 0
2640 9154 0
17276 18663 0
18761 2720 0
9239 10400 0
13732 2951 0
12647 14226 0
18863 9765 0
11522 408 0
5626 1269 0
3618 13301 0
16435 3725 0
18528 15391 0
19233 17144 0
176 4513 0
12796 4269 0
10464 18761 0
16407 680 0
18805 15638 0
15530 13301 0
16857 1968 0
15356 15777 0
2875 12160 0
16723 13197 0
10638 4419 0
8700 18510 0
1492 19217 0
543 18726 0
19280 652 0
5840 12102 0
18940 17624 0
18980 13865 0
235 10006 0
16777 1317 0
17614 7022 0
3028 19300 0
130 19210 0
19960 18360 0
4185 10549 0
16809 9312 0
4242 14880 0
17115 6583 0
15067 6597 0
10339 167 0
2875 12822 0
492 8006 0
6556 8890 0
12270 1456 0
9646 8895 0
18568 5008 0
3597 9516 0
15577 2614 0
4185 11682 0
11312 1376 0
15277 16480 0
4306 6132 0
10780 2662 0
7758 14566 0
9190 7900 0
13091 18863 0
1380 11260 0
16480 3143 0
4211 5393 0
8227 6967 0
18414 2659 0
7705 9578 0
5186 5815 0
11172 13160 0
12547 5152 0
19673 12565 0
5387 5582 0
9675 2968 0
9215 11500 0
9542 10714 0
16314 1100 0
9468 12040 0
19446 14755 0
14755 15095 0
3143 9751 0
12547 11874 0
13491 905 0
13317 13865 0
13333 15736 0
11060 6472 0
15232 4180 0
25 1498 0
9675 905 0
3615 206 0
16509 6495 0
17885 2158 0
14984 16014 0
9434 10355 0
13524 3143 0
10820 3725 0
16770 2425 0
3020 7740 0
9780 9383 0
12702 10089 0
5720 1704 0
7749 7705 0
2853 1012 0
8440 17144 0
16945 12286 0
9004 4513 0
5984 13616 0
7676 11911 0
18910 18404 0
4022 13073 0
7022 1498 0
1968 5815 0
17320 6987 0
5460 6926 0
8853 19080 0
1546 7660 0
16394 2840 0
5655 8983 0
18667 9722 0
5286 1437 0
9176 2680 0
7190 9267 0
8915 1647 0
7676 8446 0
19070 19370 0
7705 515 0
18980 7513 0
19153 9402 0
1908 3072 0
10612 1003 0
9154 15346 0
14303 2140 0
2355 18613 0
18805 7870 0
11578 1498 0
1100 6568 0
8227 19446 0
18419 7415 0
7523 13600 0
4513 8328 0
5190 15223 0
1387 73 0
12822 11440 0
18758 18980 0
12470 8755 0
10037 7306 0
17481 5088 0
13524 18369 0
7185 16660 0
15984 10912 0
14836 15167 0
10450 10534 0
15214 16480 0
4252 1306 0
14468 13678 0
12273 19035 0
15923 18041 0
19402 15736 0
11780 7585 0
10612 18761 0
2623 8890 0
13524 10500 0
11964 10495 0
13197 15317 0
16179 16343 0
5736 2751 0
9477 14161 0
19860 11682 0
11295 9002 0
9454 14055 0
2247 12232 0
12088 9990 0
7749 905 0
4513 12886 0
19035 12978 0
830 2493 0
10535 15232 0
5286 17820 0
13100 18099 0
17201 1908 0
10089 16295 0
8446 235 0
7959 5340 0
9658 4775 0
17804 15736 0
2614 17334 0
73 6566 0
17702 7340 0
6281 14231 0
8500 7513 0
10612 11882 0
9860 9215 0
19382 543 0
13301 4252 0
3615 11295 0
13240 3034 0
19322 17855 0
12959 19280 0
2720 10999 0
1486 1132 0
7600 1486 0
3143 8983 0
14231 1551 0
7870 1870 0
19650 5680 0
14620 9646 0
7705 13678 0
12102 19594 0
18404 1306 0
10517 889 0
312 5990 0
18528 12786 0
7675 5088 0
1486 492 0
7049 9990 0
18663 5153 0
5049 14303 0
4242 16770 0
9649 5112 0
13130 1132 0
10638 1067 0
4840 2659 0
1123 15167 0
5540 19952 0
2711 7397 0
12242 9012 0
7760 2711 0
16096 15196 0
11780 16809 0
4386 447 0
524 3260 0
18658 9955 0
11337 5387 0
8203 11580 0
14820 2891 0
14984 9520 0
111 12529 0
15220 8362 0
1546 15780 0
13678 17785 0
5058 17420 0
1956 2376 0
8915 7190 0
19804 3418 0
15082 6525 0
876 19153 0
18860 6178 0
4252 3623 0
344 13859 0
7880 16343 0
13160 2661 0
6025 1447 0
9798 13197 0
13594 1193 0
4242 18099 0
2840 9463 0
19446 6896 0
19876 11573 0
1193 14231 0
515 7306 0
16576 451 0
10912 8691 0
13046 12784 0
17412 17702 0
11206 16660 0
7720 11197 0
6060 15090 0
3202 1664 0
12467 19582 0
10912 13225 0
13759 6566 0
3034 15095 0
9883 13240 0
14109 7306 0
16857 5815 0
9843 12041 0
11623 10912 0
16847 4211 0
13655 11780 0
12612 2889 0
4242 17185 0
19960 9180 0
6045 13700 0
12088 9012 0
14976 18040 0
16435 9547 0
12041 13461 0
7142 15674 0
19828 5186 0
11882 10549 0
1664 11550 0
7273 11380 0
3143 10643 0
6525 81 0
7959 8000 0
14281 3628 0
14755 17624 0
14468 6028 0
4085 5238 0
5036 10534 0
19300 17614 0
8477 8253 0
10099 756 0
10099 6597 0
18667 13759 0
